id,device_id,user_id,timestamp,event_type,login_result,login_source,failed_attempts_last_10_min,process_name,parent_process,is_from_unknown_folder,dest_port,dest_country,bytes_sent,device_type,action,hour_of_day,is_work_hours,user_risk_baseline,is_anomalous
1301,LAPTOP-02,user_001,2025-12-24T00:58:09.168355,network_connection,,,0,,,0,8080,foreign,429505,,,0,0,0.4,0
1302,LAPTOP-01,user_002,2025-12-21T16:23:20.168355,network_connection,,,0,,,0,443,foreign,464777,,,16,1,0.2,0
1303,LAPTOP-02,user_003,2025-12-24T01:06:56.168355,network_connection,,,0,,,0,443,foreign,392984,,,1,0,0.2,0
1304,LAPTOP-02,user_001,2025-12-26T07:04:58.168355,login_attempt,success,local,2,,,0,0,,0,,,7,0,0.2,0
1305,OFFICE-PC-02,user_001,2025-12-25T04:28:07.168355,network_connection,,,0,,,0,8080,domestic,386054,,,4,0,0.2,0
1306,LAPTOP-01,user_001,2025-12-24T23:29:05.168355,login_attempt,success,remote,1,,,0,0,,0,,,23,0,0.2,0
1307,OFFICE-PC-02,user_003,2025-12-24T08:34:29.168355,process_start,,,0,excel.exe,explorer.exe,0,0,,0,,,8,0,0.2,0
1308,LAPTOP-02,user_003,2025-12-24T10:27:17.168355,device_change,,,0,,,0,0,,0,usb,removed,10,1,0.6,0
1309,OFFICE-PC-01,user_001,2025-12-25T05:38:33.168355,device_change,,,0,,,0,0,,0,usb,removed,5,0,0.2,0
1310,OFFICE-PC-01,user_004,2025-12-26T14:50:22.168355,network_connection,,,0,,,0,8080,foreign,81008,,,14,1,0.2,0
1311,LAPTOP-02,user_002,2025-12-22T22:43:34.168355,login_attempt,success,remote,0,,,0,0,,0,,,22,0,0.4,0
1312,OFFICE-PC-01,user_002,2025-12-25T23:49:52.168355,network_connection,,,0,,,0,80,domestic,405931,,,23,0,0.4,0
1313,LAPTOP-01,user_002,2025-12-23T21:30:57.168355,process_start,,,0,encryptor.exe,unknown.exe,1,0,,0,,,21,0,0.2,1
1314,OFFICE-PC-02,user_004,2025-12-23T23:51:22.168355,login_attempt,success,local,0,,,0,0,,0,,,23,0,0.2,0
1315,LAPTOP-02,user_001,2025-12-24T17:15:55.168355,network_connection,,,0,,,0,443,domestic,111272,,,17,1,0.2,0
1316,OFFICE-PC-01,user_004,2025-12-23T09:45:02.168355,device_change,,,0,,,0,0,,0,camera,removed,9,1,0.2,1
1317,OFFICE-PC-01,user_003,2025-12-22T20:05:27.168355,process_start,,,0,chrome.exe,explorer.exe,0,0,,0,,,20,0,0.6,0
1318,OFFICE-PC-02,user_004,2025-12-21T02:24:14.168355,login_attempt,success,local,1,,,0,0,,0,,,2,0,0.6,0
1319,LAPTOP-01,user_002,2025-12-24T21:46:17.168355,login_attempt,success,local,2,,,0,0,,0,,,21,0,0.4,0
1320,OFFICE-PC-02,user_002,2025-12-23T22:49:32.168355,process_start,,,0,word.exe,explorer.exe,0,0,,0,,,22,0,0.4,0
1321,LAPTOP-01,user_002,2025-12-21T08:50:52.168355,network_connection,,,0,,,0,443,foreign,169334,,,8,0,0.2,0
1322,LAPTOP-01,user_003,2025-12-21T08:40:20.168355,device_change,,,0,,,0,0,,0,usb,removed,8,0,0.6,0
1323,LAPTOP-02,user_002,2025-12-20T18:00:30.168355,device_change,,,0,,,0,0,,0,usb,added,18,1,0.4,0
1324,OFFICE-PC-02,user_004,2025-12-25T07:46:27.168355,login_attempt,success,remote,2,,,0,0,,0,,,7,0,0.2,0
1325,OFFICE-PC-01,user_003,2025-12-25T15:22:39.168355,process_start,,,0,word.exe,explorer.exe,0,0,,0,,,15,1,0.2,0
1326,LAPTOP-02,user_002,2025-12-22T14:43:20.168355,device_change,,,0,,,0,0,,0,camera,added,14,1,0.2,0
1327,LAPTOP-02,user_003,2025-12-22T17:19:52.168355,device_change,,,0,,,0,0,,0,unknown,removed,17,1,0.2,0
1328,OFFICE-PC-01,user_004,2025-12-23T14:47:10.168355,login_attempt,success,remote,0,,,0,0,,0,,,14,1,0.2,0
1329,LAPTOP-02,user_001,2025-12-22T13:40:26.168355,process_start,,,0,code.exe,explorer.exe,0,0,,0,,,13,1,0.4,0
1330,LAPTOP-01,user_004,2025-12-24T04:50:13.168355,device_change,,,0,,,0,0,,0,camera,added,4,0,0.4,0
1331,OFFICE-PC-01,user_004,2025-12-21T16:55:14.168355,network_connection,,,0,,,0,443,domestic,134842,,,16,1,0.4,0
1332,OFFICE-PC-02,user_004,2025-12-25T21:20:27.168355,network_connection,,,0,,,0,80,domestic,224616,,,21,0,0.6,0
1333,LAPTOP-01,user_002,2025-12-21T01:07:26.168355,network_connection,,,0,,,0,80,domestic,161972,,,1,0,0.4,0
1334,OFFICE-PC-02,user_001,2025-12-24T23:03:25.168355,process_start,,,0,word.exe,explorer.exe,0,0,,0,,,23,0,0.6,0
1335,LAPTOP-02,user_001,2025-12-22T17:24:55.168355,process_start,,,0,chrome.exe,explorer.exe,0,0,,0,,,17,1,0.6,0
1336,OFFICE-PC-01,user_002,2025-12-26T09:47:56.168355,process_start,,,0,word.exe,explorer.exe,0,0,,0,,,9,1,0.6,0
1337,LAPTOP-02,user_004,2025-12-22T01:40:58.168355,device_change,,,0,,,0,0,,0,camera,removed,1,0,0.4,0
1338,LAPTOP-02,user_003,2025-12-20T19:54:18.168355,network_connection,,,0,,,0,80,foreign,322450,,,19,0,0.6,0
1339,LAPTOP-01,user_001,2025-12-23T21:47:03.168355,process_start,,,0,code.exe,explorer.exe,0,0,,0,,,21,0,0.2,0
1340,OFFICE-PC-02,user_004,2025-12-24T23:53:26.168355,process_start,,,0,excel.exe,explorer.exe,0,0,,0,,,23,0,0.2,0
1341,OFFICE-PC-02,user_001,2025-12-26T17:15:16.168355,device_change,,,0,,,0,0,,0,usb,removed,17,1,0.4,0
1342,LAPTOP-01,user_001,2025-12-25T03:10:39.168355,device_change,,,0,,,0,0,,0,usb,removed,3,0,0.4,0
1343,LAPTOP-01,user_004,2025-12-21T20:34:21.168355,network_connection,,,0,,,0,443,domestic,201016,,,20,0,0.4,0
1344,LAPTOP-01,user_004,2025-12-24T11:48:29.168355,device_change,,,0,,,0,0,,0,camera,added,11,1,0.6,0
1345,LAPTOP-01,user_001,2025-12-26T13:16:28.168355,device_change,,,0,,,0,0,,0,unknown,removed,13,1,0.4,0
1346,LAPTOP-01,user_001,2025-12-23T17:23:50.168355,network_connection,,,0,,,0,443,foreign,439460,,,17,1,0.4,0
1347,OFFICE-PC-01,user_001,2025-12-20T21:23:24.168355,device_change,,,0,,,0,0,,0,usb,removed,21,0,0.6,0
1348,OFFICE-PC-01,user_001,2025-12-26T09:13:11.168355,device_change,,,0,,,0,0,,0,unknown,removed,9,1,0.2,0
1349,LAPTOP-01,user_001,2025-12-24T20:45:21.168355,device_change,,,0,,,0,0,,0,camera,added,20,0,0.4,0
1350,OFFICE-PC-02,user_004,2025-12-25T09:39:58.168355,device_change,,,0,,,0,0,,0,unknown,added,9,1,0.2,0
1351,LAPTOP-02,user_001,2025-12-26T03:43:51.168355,login_attempt,success,remote,2,,,0,0,,0,,,3,0,0.6,0
1352,OFFICE-PC-01,user_003,2025-12-22T02:06:23.168355,device_change,,,0,,,0,0,,0,usb,added,2,0,0.2,1
1353,LAPTOP-02,user_003,2025-12-26T06:25:55.168355,process_start,,,0,code.exe,explorer.exe,0,0,,0,,,6,0,0.2,0
1354,OFFICE-PC-01,user_003,2025-12-25T11:25:24.168355,process_start,,,0,excel.exe,explorer.exe,0,0,,0,,,11,1,0.4,0
1355,LAPTOP-01,user_001,2025-12-26T05:58:12.168355,process_start,,,0,code.exe,explorer.exe,0,0,,0,,,5,0,0.2,0
1356,OFFICE-PC-01,user_004,2025-12-23T04:29:01.168355,process_start,,,0,word.exe,explorer.exe,0,0,,0,,,4,0,0.4,0
1357,LAPTOP-01,user_001,2025-12-22T11:57:31.168355,network_connection,,,0,,,0,8080,foreign,94275,,,11,1,0.4,0
1358,LAPTOP-01,user_002,2025-12-20T20:23:11.168355,device_change,,,0,,,0,0,,0,camera,added,20,0,0.6,0
1359,OFFICE-PC-01,user_003,2025-12-23T22:35:57.168355,network_connection,,,0,,,0,8080,foreign,44102,,,22,0,0.4,0
1360,LAPTOP-02,user_004,2025-12-21T01:12:42.168355,network_connection,,,0,,,0,80,domestic,118686,,,1,0,0.6,0
1361,LAPTOP-02,user_002,2025-12-22T08:19:24.168355,login_attempt,success,local,3,,,0,0,,0,,,8,0,0.4,0
1362,OFFICE-PC-02,user_002,2025-12-23T23:32:06.168355,device_change,,,0,,,0,0,,0,unknown,removed,23,0,0.6,0
1363,OFFICE-PC-01,user_003,2025-12-24T05:01:30.168355,process_start,,,0,excel.exe,explorer.exe,0,0,,0,,,5,0,0.6,0
1364,OFFICE-PC-01,user_001,2025-12-25T21:58:28.168355,process_start,,,0,word.exe,explorer.exe,0,0,,0,,,21,0,0.2,0
1365,OFFICE-PC-02,user_003,2025-12-21T12:52:19.168355,process_start,,,0,code.exe,explorer.exe,0,0,,0,,,12,1,0.4,0
1366,LAPTOP-01,user_004,2025-12-25T08:09:10.168355,process_start,,,0,chrome.exe,explorer.exe,0,0,,0,,,8,0,0.6,0
1367,OFFICE-PC-02,user_001,2025-12-23T09:33:18.168355,network_connection,,,0,,,0,80,foreign,145750,,,9,1,0.6,0
1368,OFFICE-PC-01,user_001,2025-12-26T13:09:00.168355,process_start,,,0,code.exe,explorer.exe,0,0,,0,,,13,1,0.2,0
1369,OFFICE-PC-02,user_003,2025-12-25T16:20:52.168355,device_change,,,0,,,0,0,,0,usb,removed,16,1,0.2,0
1370,LAPTOP-01,user_003,2025-12-24T21:26:37.168355,device_change,,,0,,,0,0,,0,unknown,added,21,0,0.6,0
1371,LAPTOP-02,user_002,2025-12-24T23:30:44.168355,device_change,,,0,,,0,0,,0,usb,added,23,0,0.4,1
1372,LAPTOP-01,user_001,2025-12-24T12:22:16.168355,device_change,,,0,,,0,0,,0,camera,removed,12,1,0.2,0
1373,OFFICE-PC-01,user_002,2025-12-21T02:59:44.168355,network_connection,,,0,,,0,443,domestic,97765,,,2,0,0.4,0
1374,OFFICE-PC-02,user_002,2025-12-22T05:19:13.168355,device_change,,,0,,,0,0,,0,usb,removed,5,0,0.2,0
1375,LAPTOP-01,user_001,2025-12-26T02:43:43.168355,login_attempt,failure,remote,5,,,0,0,,0,,,2,0,0.4,1
1376,OFFICE-PC-01,user_001,2025-12-25T12:01:27.168355,process_start,,,0,xyz123.exe,cmd.exe,1,0,,0,,,12,1,0.6,1
1377,OFFICE-PC-02,user_002,2025-12-24T23:59:39.168355,process_start,,,0,excel.exe,explorer.exe,0,0,,0,,,23,0,0.6,0
1378,LAPTOP-02,user_004,2025-12-25T23:09:42.168355,device_change,,,0,,,0,0,,0,usb,added,23,0,0.6,0
1379,LAPTOP-01,user_003,2025-12-22T21:00:16.168355,process_start,,,0,chrome.exe,explorer.exe,0,0,,0,,,21,0,0.4,0
1380,LAPTOP-02,user_002,2025-12-25T04:07:32.168355,device_change,,,0,,,0,0,,0,camera,added,4,0,0.6,0
1381,LAPTOP-01,user_003,2025-12-22T04:46:48.168355,device_change,,,0,,,0,0,,0,usb,removed,4,0,0.2,0
1382,OFFICE-PC-01,user_001,2025-12-24T15:23:21.168355,login_attempt,success,local,2,,,0,0,,0,,,15,1,0.6,0
1383,OFFICE-PC-02,user_002,2025-12-23T03:46:01.168355,network_connection,,,0,,,0,8080,domestic,212937,,,3,0,0.4,0
1384,OFFICE-PC-02,user_001,2025-12-23T18:08:39.168355,device_change,,,0,,,0,0,,0,unknown,removed,18,1,0.4,0
1385,OFFICE-PC-02,user_003,2025-12-26T15:41:06.168355,process_start,,,0,chrome.exe,explorer.exe,0,0,,0,,,15,1,0.4,0
1386,LAPTOP-02,user_003,2025-12-25T19:11:34.168355,network_connection,,,0,,,0,4444,foreign,3450823,,,19,0,0.6,1
1387,LAPTOP-01,user_004,2025-12-26T10:11:27.168355,network_connection,,,0,,,0,8080,foreign,24446,,,10,1,0.2,0
1388,LAPTOP-01,user_004,2025-12-22T01:22:53.168355,process_start,,,0,code.exe,explorer.exe,0,0,,0,,,1,0,0.2,0
1389,LAPTOP-01,user_001,2025-12-24T00:35:17.168355,network_connection,,,0,,,0,80,domestic,346817,,,0,0,0.4,0
1390,LAPTOP-02,user_004,2025-12-22T05:36:26.168355,process_start,,,0,word.exe,explorer.exe,0,0,,0,,,5,0,0.6,0
1391,LAPTOP-02,user_003,2025-12-24T15:14:18.168355,network_connection,,,0,,,0,80,foreign,387208,,,15,1,0.4,0
1392,OFFICE-PC-02,user_001,2025-12-24T07:01:50.168355,process_start,,,0,code.exe,explorer.exe,0,0,,0,,,7,0,0.4,0
1393,LAPTOP-01,user_004,2025-12-21T16:27:01.168355,process_start,,,0,chrome.exe,explorer.exe,0,0,,0,,,16,1,0.6,0
1394,LAPTOP-01,user_001,2025-12-22T08:41:44.168355,process_start,,,0,excel.exe,explorer.exe,0,0,,0,,,8,0,0.6,0
1395,OFFICE-PC-02,user_003,2025-12-25T02:56:27.168355,login_attempt,success,remote,1,,,0,0,,0,,,2,0,0.2,0
1396,OFFICE-PC-02,user_002,2025-12-22T09:40:03.168355,login_attempt,success,remote,1,,,0,0,,0,,,9,1,0.2,0
1397,LAPTOP-01,user_002,2025-12-24T13:01:01.168355,device_change,,,0,,,0,0,,0,unknown,added,13,1,0.6,0
1398,LAPTOP-02,user_002,2025-12-26T03:40:09.168355,process_start,,,0,encryptor.exe,unknown.exe,1,0,,0,,,3,0,0.4,1
1399,LAPTOP-02,user_003,2025-12-24T00:35:14.168355,device_change,,,0,,,0,0,,0,usb,added,0,0,0.6,1
1400,LAPTOP-01,user_002,2025-12-22T13:49:54.168355,device_change,,,0,,,0,0,,0,usb,removed,13,1,0.2,0
1401,LAPTOP-02,user_003,2025-12-24T22:47:08.168355,login_attempt,success,local,3,,,0,0,,0,,,22,0,0.6,0
1402,LAPTOP-01,user_002,2025-12-26T04:00:35.168355,login_attempt,success,local,3,,,0,0,,0,,,4,0,0.2,0
1403,LAPTOP-01,user_004,2025-12-24T21:31:47.168355,login_attempt,success,local,0,,,0,0,,0,,,21,0,0.6,0
1404,OFFICE-PC-02,user_004,2025-12-23T15:16:57.168355,process_start,,,0,code.exe,explorer.exe,0,0,,0,,,15,1,0.6,0
1405,OFFICE-PC-01,user_003,2025-12-26T08:08:31.168355,device_change,,,0,,,0,0,,0,unknown,removed,8,0,0.2,0
1406,LAPTOP-02,user_003,2025-12-26T16:48:57.168355,process_start,,,0,excel.exe,explorer.exe,0,0,,0,,,16,1,0.6,0
1407,LAPTOP-01,user_004,2025-12-22T21:40:02.168355,process_start,,,0,code.exe,explorer.exe,0,0,,0,,,21,0,0.2,0
1408,OFFICE-PC-01,user_002,2025-12-24T07:33:59.168355,device_change,,,0,,,0,0,,0,camera,removed,7,0,0.4,0
1409,OFFICE-PC-01,user_003,2025-12-23T15:02:41.168355,process_start,,,0,word.exe,explorer.exe,0,0,,0,,,15,1,0.2,0
1410,LAPTOP-02,user_002,2025-12-26T15:28:12.168355,device_change,,,0,,,0,0,,0,unknown,removed,15,1,0.4,0
1411,OFFICE-PC-01,user_002,2025-12-23T22:07:39.168355,device_change,,,0,,,0,0,,0,camera,removed,22,0,0.2,0
1412,LAPTOP-02,user_002,2025-12-23T11:33:43.168355,device_change,,,0,,,0,0,,0,usb,removed,11,1,0.2,0
1413,LAPTOP-02,user_004,2025-12-25T14:48:50.168355,process_start,,,0,code.exe,explorer.exe,0,0,,0,,,14,1,0.6,0
1414,LAPTOP-02,user_002,2025-12-24T04:06:48.168355,process_start,,,0,code.exe,explorer.exe,0,0,,0,,,4,0,0.4,0
1415,LAPTOP-01,user_001,2025-12-20T19:38:33.168355,login_attempt,success,local,2,,,0,0,,0,,,19,0,0.4,0
1416,LAPTOP-02,user_002,2025-12-22T03:30:37.168355,network_connection,,,0,,,0,8080,domestic,250082,,,3,0,0.4,0
1417,LAPTOP-02,user_003,2025-12-22T21:29:08.168355,process_start,,,0,word.exe,explorer.exe,0,0,,0,,,21,0,0.4,0
1418,LAPTOP-01,user_004,2025-12-22T11:13:13.168355,network_connection,,,0,,,0,8080,domestic,60433,,,11,1,0.6,0
1419,LAPTOP-02,user_004,2025-12-20T18:46:29.168355,device_change,,,0,,,0,0,,0,camera,added,18,1,0.2,0
1420,OFFICE-PC-01,user_004,2025-12-25T11:49:01.168355,device_change,,,0,,,0,0,,0,unknown,removed,11,1,0.4,0
1421,LAPTOP-01,user_003,2025-12-20T22:46:12.168355,device_change,,,0,,,0,0,,0,usb,added,22,0,0.6,0
1422,LAPTOP-02,user_003,2025-12-23T16:28:23.168355,device_change,,,0,,,0,0,,0,usb,removed,16,1,0.2,0
1423,OFFICE-PC-01,user_003,2025-12-22T09:55:06.168355,login_attempt,success,local,0,,,0,0,,0,,,9,1,0.6,0
1424,LAPTOP-02,user_003,2025-12-23T08:04:54.168355,device_change,,,0,,,0,0,,0,usb,added,8,0,0.4,1
1425,LAPTOP-01,user_002,2025-12-24T18:25:09.168355,device_change,,,0,,,0,0,,0,usb,removed,18,1,0.4,1
1426,OFFICE-PC-02,user_001,2025-12-26T14:55:17.168355,network_connection,,,0,,,0,8080,domestic,214487,,,14,1,0.6,0
1427,OFFICE-PC-01,user_002,2025-12-23T16:54:08.168355,network_connection,,,0,,,0,443,domestic,479862,,,16,1,0.4,0
1428,LAPTOP-01,user_003,2025-12-24T20:39:24.168355,login_attempt,success,local,2,,,0,0,,0,,,20,0,0.2,0
1429,LAPTOP-02,user_002,2025-12-20T19:38:19.168355,network_connection,,,0,,,0,5555,foreign,1810667,,,19,0,0.6,1
1430,OFFICE-PC-02,user_003,2025-12-25T21:16:40.168355,process_start,,,0,xyz123.exe,cmd.exe,1,0,,0,,,21,0,0.6,1
1431,LAPTOP-01,user_002,2025-12-21T15:42:33.168355,process_start,,,0,word.exe,explorer.exe,0,0,,0,,,15,1,0.2,0
1432,LAPTOP-01,user_004,2025-12-23T14:10:45.168355,process_start,,,0,code.exe,explorer.exe,0,0,,0,,,14,1,0.6,0
1433,LAPTOP-02,user_004,2025-12-23T17:21:10.168355,login_attempt,success,local,0,,,0,0,,0,,,17,1,0.2,0
1434,LAPTOP-02,user_003,2025-12-22T11:13:45.168355,login_attempt,success,remote,1,,,0,0,,0,,,11,1,0.2,0
1435,OFFICE-PC-02,user_003,2025-12-25T07:10:13.168355,device_change,,,0,,,0,0,,0,camera,removed,7,0,0.6,0
1436,LAPTOP-02,user_001,2025-12-26T14:53:51.168355,login_attempt,success,remote,2,,,0,0,,0,,,14,1,0.6,0
1437,LAPTOP-01,user_004,2025-12-21T15:26:30.168355,login_attempt,failure,local,2,,,0,0,,0,,,15,1,0.6,0
1438,OFFICE-PC-01,user_001,2025-12-25T02:24:26.168355,network_connection,,,0,,,0,8080,domestic,195219,,,2,0,0.4,0
1439,OFFICE-PC-01,user_004,2025-12-23T11:24:45.168355,process_start,,,0,chrome.exe,explorer.exe,0,0,,0,,,11,1,0.6,0
1440,OFFICE-PC-01,user_004,2025-12-24T07:58:32.168355,device_change,,,0,,,0,0,,0,camera,removed,7,0,0.4,0
1441,LAPTOP-02,user_002,2025-12-26T06:03:34.168355,network_connection,,,0,,,0,443,foreign,79320,,,6,0,0.4,0
1442,OFFICE-PC-01,user_001,2025-12-24T15:34:44.168355,process_start,,,0,word.exe,explorer.exe,0,0,,0,,,15,1,0.2,0
1443,LAPTOP-01,user_004,2025-12-23T21:54:54.168355,device_change,,,0,,,0,0,,0,camera,added,21,0,0.4,0
1444,OFFICE-PC-01,user_002,2025-12-22T09:16:19.168355,device_change,,,0,,,0,0,,0,usb,removed,9,1,0.6,0
1445,LAPTOP-01,user_003,2025-12-20T19:58:18.168355,network_connection,,,0,,,0,80,domestic,272981,,,19,0,0.4,0
1446,LAPTOP-02,user_004,2025-12-23T17:57:13.168355,network_connection,,,0,,,0,8080,foreign,225918,,,17,1,0.6,0
1447,LAPTOP-01,user_002,2025-12-25T02:59:19.168355,process_start,,,0,excel.exe,explorer.exe,0,0,,0,,,2,0,0.6,0
1448,OFFICE-PC-02,user_001,2025-12-21T08:00:59.168355,network_connection,,,0,,,0,8080,domestic,478178,,,8,0,0.4,0
1449,OFFICE-PC-02,user_003,2025-12-25T04:14:23.168355,process_start,,,0,word.exe,explorer.exe,0,0,,0,,,4,0,0.4,0
1450,LAPTOP-02,user_002,2025-12-22T09:14:03.168355,network_connection,,,0,,,0,8080,domestic,202401,,,9,1,0.2,0
1451,OFFICE-PC-01,user_001,2025-12-25T09:07:11.168355,network_connection,,,0,,,0,80,domestic,205250,,,9,1,0.2,0
1452,OFFICE-PC-01,user_002,2025-12-22T19:07:48.168355,login_attempt,success,remote,1,,,0,0,,0,,,19,0,0.4,0
1453,OFFICE-PC-01,user_004,2025-12-23T13:34:07.168355,process_start,,,0,chrome.exe,explorer.exe,0,0,,0,,,13,1,0.4,0
1454,LAPTOP-01,user_002,2025-12-25T09:55:48.168355,device_change,,,0,,,0,0,,0,unknown,added,9,1,0.4,0
1455,OFFICE-PC-01,user_002,2025-12-22T02:38:34.168355,device_change,,,0,,,0,0,,0,usb,removed,2,0,0.4,0
1456,LAPTOP-02,user_004,2025-12-26T06:12:43.168355,network_connection,,,0,,,0,80,domestic,240045,,,6,0,0.4,0
1457,LAPTOP-02,user_004,2025-12-22T23:14:41.168355,login_attempt,success,remote,3,,,0,0,,0,,,23,0,0.4,0
1458,LAPTOP-02,user_003,2025-12-26T06:12:34.168355,network_connection,,,0,,,0,443,domestic,172237,,,6,0,0.6,0
1459,LAPTOP-01,user_003,2025-12-23T03:26:09.168355,login_attempt,failure,remote,9,,,0,0,,0,,,3,1,0.2,1
1460,LAPTOP-01,user_002,2025-12-21T21:10:43.168355,process_start,,,0,chrome.exe,explorer.exe,0,0,,0,,,21,0,0.4,0
1461,OFFICE-PC-01,user_003,2025-12-21T06:59:21.168355,device_change,,,0,,,0,0,,0,usb,added,6,0,0.6,1
1462,OFFICE-PC-02,user_004,2025-12-25T22:13:25.168355,process_start,,,0,code.exe,explorer.exe,0,0,,0,,,22,0,0.2,0
1463,LAPTOP-01,user_003,2025-12-22T00:41:14.168355,login_attempt,success,local,3,,,0,0,,0,,,0,0,0.2,0
1464,LAPTOP-01,user_002,2025-12-21T22:32:41.168355,network_connection,,,0,,,0,443,foreign,352410,,,22,0,0.4,0
1465,LAPTOP-01,user_003,2025-12-23T18:20:18.168355,login_attempt,success,local,1,,,0,0,,0,,,18,1,0.2,0
1466,OFFICE-PC-02,user_001,2025-12-23T15:43:10.168355,process_start,,,0,code.exe,explorer.exe,0,0,,0,,,15,1,0.2,0
1467,LAPTOP-02,user_001,2025-12-26T17:16:51.168355,network_connection,,,0,,,0,8080,domestic,84814,,,17,1,0.2,0
1468,OFFICE-PC-01,user_003,2025-12-22T04:34:49.168355,network_connection,,,0,,,0,443,domestic,234593,,,4,0,0.6,0
1469,OFFICE-PC-02,user_002,2025-12-21T20:39:57.168355,process_start,,,0,word.exe,explorer.exe,0,0,,0,,,20,0,0.6,0
1470,OFFICE-PC-01,user_002,2025-12-25T03:01:02.168355,process_start,,,0,powershell.exe,cmd.exe,1,0,,0,,,3,0,0.4,1
1471,LAPTOP-02,user_001,2025-12-22T17:51:26.168355,network_connection,,,0,,,0,80,domestic,497393,,,17,1,0.6,0
1472,OFFICE-PC-02,user_003,2025-12-24T06:16:21.168355,device_change,,,0,,,0,0,,0,camera,removed,6,0,0.6,0
1473,LAPTOP-02,user_001,2025-12-24T21:33:33.168355,login_attempt,success,remote,0,,,0,0,,0,,,21,0,0.4,0
1474,OFFICE-PC-02,user_004,2025-12-26T11:47:39.168355,process_start,,,0,powershell.exe,cmd.exe,1,0,,0,,,11,1,0.2,1
1475,OFFICE-PC-02,user_003,2025-12-21T02:04:14.168355,login_attempt,failure,remote,8,,,0,0,,0,,,2,0,0.2,1
1476,OFFICE-PC-01,user_004,2025-12-21T21:36:13.168355,login_attempt,success,remote,1,,,0,0,,0,,,21,0,0.2,0
1477,LAPTOP-01,user_001,2025-12-26T01:07:28.168355,network_connection,,,0,,,0,443,domestic,369509,,,1,0,0.6,0
1478,OFFICE-PC-02,user_001,2025-12-26T15:46:46.168355,device_change,,,0,,,0,0,,0,usb,added,15,1,0.4,1
1479,OFFICE-PC-02,user_004,2025-12-23T22:38:09.168355,login_attempt,failure,remote,2,,,0,0,,0,,,22,0,0.6,0
1480,OFFICE-PC-02,user_002,2025-12-22T18:19:50.168355,process_start,,,0,word.exe,explorer.exe,0,0,,0,,,18,1,0.6,0
1481,OFFICE-PC-02,user_001,2025-12-25T19:33:09.168355,device_change,,,0,,,0,0,,0,unknown,removed,19,0,0.2,0
1482,LAPTOP-01,user_003,2025-12-22T20:15:56.168355,device_change,,,0,,,0,0,,0,unknown,added,20,0,0.4,0
1483,OFFICE-PC-01,user_002,2025-12-23T17:17:55.168355,device_change,,,0,,,0,0,,0,camera,removed,17,1,0.4,0
1484,OFFICE-PC-01,user_002,2025-12-26T09:21:07.168355,device_change,,,0,,,0,0,,0,usb,removed,9,1,0.2,0
1485,OFFICE-PC-01,user_003,2025-12-26T08:06:21.168355,process_start,,,0,chrome.exe,explorer.exe,0,0,,0,,,8,0,0.4,0
1486,LAPTOP-02,user_003,2025-12-25T14:31:20.168355,process_start,,,0,word.exe,explorer.exe,0,0,,0,,,14,1,0.6,0
1487,OFFICE-PC-02,user_001,2025-12-23T02:10:07.168355,login_attempt,failure,remote,5,,,0,0,,0,,,2,0,0.6,1
1488,LAPTOP-02,user_002,2025-12-26T16:27:54.168355,network_connection,,,0,,,0,8080,domestic,288546,,,16,1,0.4,0
1489,OFFICE-PC-02,user_002,2025-12-25T05:24:59.168355,login_attempt,success,remote,1,,,0,0,,0,,,5,0,0.6,0
1490,LAPTOP-02,user_001,2025-12-24T21:08:42.168355,network_connection,,,0,,,0,80,domestic,159784,,,21,0,0.2,0
1491,LAPTOP-01,user_002,2025-12-20T17:38:51.168355,process_start,,,0,chrome.exe,explorer.exe,0,0,,0,,,17,1,0.2,0
1492,OFFICE-PC-01,user_004,2025-12-21T07:00:15.168355,network_connection,,,0,,,0,443,domestic,197563,,,7,0,0.2,0
1493,OFFICE-PC-01,user_004,2025-12-25T12:36:03.168355,login_attempt,success,local,3,,,0,0,,0,,,12,1,0.4,0
1494,OFFICE-PC-01,user_001,2025-12-23T16:08:28.168355,login_attempt,success,remote,3,,,0,0,,0,,,16,1,0.2,0
1495,OFFICE-PC-02,user_001,2025-12-23T20:07:49.168355,login_attempt,success,local,3,,,0,0,,0,,,20,0,0.4,0
1496,OFFICE-PC-01,user_002,2025-12-25T08:39:53.168355,device_change,,,0,,,0,0,,0,usb,removed,8,0,0.2,0
1497,LAPTOP-01,user_002,2025-12-25T15:26:34.168355,device_change,,,0,,,0,0,,0,usb,added,15,1,0.4,0
1498,OFFICE-PC-01,user_004,2025-12-25T14:23:36.168355,login_attempt,success,remote,1,,,0,0,,0,,,14,1,0.4,0
1499,OFFICE-PC-01,user_002,2025-12-21T03:15:54.168355,process_start,,,0,chrome.exe,explorer.exe,0,0,,0,,,3,0,0.2,0
1500,OFFICE-PC-02,user_004,2025-12-21T18:02:22.168355,process_start,,,0,code.exe,explorer.exe,0,0,,0,,,18,1,0.2,0
1501,OFFICE-PC-01,user_002,2025-12-22T04:33:16.168355,device_change,,,0,,,0,0,,0,usb,removed,4,0,0.6,0
1502,LAPTOP-01,user_001,2025-12-21T21:46:20.168355,login_attempt,success,remote,3,,,0,0,,0,,,21,0,0.2,0
1503,OFFICE-PC-01,user_001,2025-12-24T08:39:50.168355,device_change,,,0,,,0,0,,0,usb,added,8,0,0.2,0
